domain;variant;id;k;start;goal;nbtrees;mem;runtime;solver;version
roadmap;dimacs;21;40;977248;14924060;17;29567.6;85.0292;SB*;v2.0-53-g98db238
roadmap;dimacs;22;40;17883825;2998343;1;24785.2;6.84499;SB*;v2.0-53-g98db238
roadmap;dimacs;23;40;21537535;11233478;1;24785.2;1.5195;SB*;v2.0-53-g98db238
roadmap;dimacs;24;40;14495900;22411392;1;24785.2;1.94311;SB*;v2.0-53-g98db238
roadmap;dimacs;25;40;5801892;8412587;1;24785.2;4.10405;SB*;v2.0-53-g98db238
roadmap;dimacs;26;40;16689546;1413452;1;24785.2;10.6175;SB*;v2.0-53-g98db238
roadmap;dimacs;27;40;6360899;9984710;1;24785.2;7.95841;SB*;v2.0-53-g98db238
roadmap;dimacs;28;40;18312970;13015892;1;24785.2;6.20726;SB*;v2.0-53-g98db238
roadmap;dimacs;29;40;12498718;17091157;1;24785.2;4.45122;SB*;v2.0-53-g98db238
roadmap;dimacs;30;40;14888718;20430610;1;24785.2;16.2711;SB*;v2.0-53-g98db238
roadmap;dimacs;31;40;14477338;23891396;1;24785.2;5.18013;SB*;v2.0-53-g98db238
roadmap;dimacs;32;40;10726777;9115473;1;24785.2;12.2148;SB*;v2.0-53-g98db238
roadmap;dimacs;33;40;11056926;7083088;1;24785.2;8.97259;SB*;v2.0-53-g98db238
roadmap;dimacs;34;40;6238736;6199650;6;24785.2;16.4712;SB*;v2.0-53-g98db238
roadmap;dimacs;35;40;6802557;19072290;1;24785.2;7.90135;SB*;v2.0-53-g98db238
roadmap;dimacs;36;40;3320488;12172537;1;24785.2;16.8357;SB*;v2.0-53-g98db238
roadmap;dimacs;37;40;155562;9462201;2;24785.2;17.1003;SB*;v2.0-53-g98db238
roadmap;dimacs;38;40;3441992;10702760;1;24785.2;7.63182;SB*;v2.0-53-g98db238
roadmap;dimacs;39;40;19092566;5617643;1;24785.2;12.1011;SB*;v2.0-53-g98db238
roadmap;dimacs;40;40;1906723;17464313;1;24785.2;2.44488;SB*;v2.0-53-g98db238
roadmap;dimacs;41;40;4441238;13954936;4;24785.2;30.3252;SB*;v2.0-53-g98db238
roadmap;dimacs;42;40;10477182;14543997;1;24785.2;5.21465;SB*;v2.0-53-g98db238
roadmap;dimacs;43;40;15951428;9742729;1;24785.2;9.9163;SB*;v2.0-53-g98db238
roadmap;dimacs;44;40;19140912;18796064;1;24785.2;8.34156;SB*;v2.0-53-g98db238
roadmap;dimacs;45;40;22097447;16561599;1;24785.2;9.53926;SB*;v2.0-53-g98db238
roadmap;dimacs;46;40;9050915;13670987;2;24785.2;3.24558;SB*;v2.0-53-g98db238
roadmap;dimacs;47;40;18931916;1153275;1;24785.2;10.5249;SB*;v2.0-53-g98db238
roadmap;dimacs;48;40;10631603;10770333;1;24785.2;0.691029;SB*;v2.0-53-g98db238
roadmap;dimacs;49;40;20045060;7264063;1;24785.2;12.9672;SB*;v2.0-53-g98db238
roadmap;dimacs;50;40;12323667;18633560;1;24785.2;16.0524;SB*;v2.0-53-g98db238
roadmap;dimacs;51;40;1414566;19805578;16;28850.4;99.2346;SB*;v2.0-53-g98db238
roadmap;dimacs;52;40;23076190;12942215;1;24785.2;16.2606;SB*;v2.0-53-g98db238
roadmap;dimacs;53;40;16438080;11062917;1;24785.2;16.9345;SB*;v2.0-53-g98db238
roadmap;dimacs;54;40;22728619;18481298;1;24785.2;16.5218;SB*;v2.0-53-g98db238
roadmap;dimacs;55;40;8043241;23697422;1;24785.2;4.86752;SB*;v2.0-53-g98db238
roadmap;dimacs;56;40;13879832;5207904;1;24785.2;12.6465;SB*;v2.0-53-g98db238
roadmap;dimacs;57;40;11775833;15635946;1;24785.2;11.8226;SB*;v2.0-53-g98db238
roadmap;dimacs;58;40;6308794;16376131;1;24785.2;12.9483;SB*;v2.0-53-g98db238
roadmap;dimacs;59;40;8301679;23843545;5;24785.2;32.5444;SB*;v2.0-53-g98db238
roadmap;dimacs;60;40;17672787;17655549;2;24785.2;0.900896;SB*;v2.0-53-g98db238
roadmap;dimacs;61;40;20423031;15990718;1;24785.2;14.6199;SB*;v2.0-53-g98db238
roadmap;dimacs;62;40;9810678;21290387;1;24785.2;15.6449;SB*;v2.0-53-g98db238
roadmap;dimacs;63;40;10005243;12188024;1;24785.2;13.1389;SB*;v2.0-53-g98db238
roadmap;dimacs;64;40;19167393;19999786;3;24785.2;29.8744;SB*;v2.0-53-g98db238
roadmap;dimacs;65;40;119157;13684121;14;27571.5;69.7956;SB*;v2.0-53-g98db238
roadmap;dimacs;66;40;15430832;16838722;1;24830.9;11.6231;SB*;v2.0-53-g98db238
roadmap;dimacs;67;40;7237835;18954424;1;24830.9;5.23275;SB*;v2.0-53-g98db238
