domain;variant;id;k;start;goal;h0;length;cost;expansions;nbcentroids;mem;runtime;expansions/sec;solver;doctor;version
n-puzzle;unit;05/1;1;7 11 8 3 14 0 6 15 1 4 13 9 5 12 2 10 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;36;46;46;265876;0;2505;1.43001;185926;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;06/1;1;5 7 11 8 0 14 9 13 10 12 3 15 6 1 4 2 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;45;53;53;280938;0;2505;1.21121;231949;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;07/1;1;6 10 1 14 15 8 3 5 13 0 2 7 4 9 11 12 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;35;47;47;314774;0;2505;1.4395;218669;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;08/1;1;13 9 14 6 12 8 1 2 3 4 0 7 5 10 11 15 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;34;46;46;1201537;0;4232;6.22001;193173;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;09/1;1;3 14 9 11 5 4 8 2 13 12 6 7 10 1 15 0 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;32;46;46;1032030;0;3967;5.33304;193516;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;10/1;1;14 13 4 11 15 8 6 9 0 7 3 1 2 10 12 5 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;46;56;56;1753031;0;6090;9.1332;191940;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;11/1;1;8 11 4 6 7 3 10 9 2 12 15 13 0 1 5 14 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;39;49;49;448801;0;5999;2.0581;218066;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;12/1;1;12 15 2 6 1 14 4 8 5 3 7 0 10 13 9 11 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;35;47;47;606712;0;5999;2.83479;214024;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;13/1;1;6 0 5 10 11 12 9 2 1 7 4 3 14 8 13 15 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;35;45;45;330280;0;5999;1.49085;221538;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;14/1;1;12 8 15 13 1 0 5 4 6 3 2 11 9 7 14 10 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;38;50;50;746910;0;5999;3.49004;214012;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;15/1;1;4 7 13 10 1 2 9 6 12 8 14 5 3 0 11 15 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;32;44;44;541207;0;5999;2.60378;207855;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;16/1;1;6 14 10 5 15 8 7 1 3 4 2 0 12 9 11 13 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;37;49;49;500297;0;5999;2.38359;209892;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;17/1;1;13 14 6 12 4 5 1 0 9 3 10 2 15 11 8 7 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;36;52;52;2156320;0;7447;11.393;189268;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;18/1;1;3 14 9 7 12 15 0 4 1 8 5 6 11 10 2 13 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;39;51;51;1680857;0;7454;8.5864;195758;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;19/1;1;6 13 3 2 11 9 5 10 1 7 12 14 8 4 0 15 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;31;45;45;735932;0;7454;3.55796;206841;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;20/1;1;4 3 6 13 7 15 9 0 10 5 8 11 2 12 1 14 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;34;50;50;2804309;0;9773;14.9399;187706;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;21/1;1;5 4 7 1 11 12 14 15 10 13 8 6 2 0 9 3 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;36;50;50;824011;0;9632;5.38649;152977;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;22/1;1;5 11 6 9 4 13 12 0 8 2 15 10 1 7 3 14 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;36;50;50;1039426;0;9632;5.22409;198968;K*;? Unchecked;v1.6.0-15-gb5144bf
n-puzzle;unit;23/1;1;5 7 0 11 12 1 9 10 15 6 2 3 8 4 13 14 ;0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 ;30;44;44;1059028;0;9632;5.4628;193862;K*;? Unchecked;v1.6.0-15-gb5144bf
