domain;variant;id;k;start;goal;h0;length;cost;expansions;nbcentroids;mem;runtime;expansions/sec;nbinconsistencies;air;solver;doctor;version
roadmap;dimacs;0/1;1;    883356;    105386;0;1710;4657642;922019;1;1422;2.02867;454494;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;1/1;1;    149794;     92632;0;1016;4590488;943756;1;1555;1.69851;555639;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;2/1;1;    623571;    945900;0;1104;4177511;497435;1;1422;0.963774;516133;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;3/1;1;    294831;    573571;0;722;2906673;747711;1;1437;1.30789;571691;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;4/1;1;    936193;   1006096;0;993;3086893;694095;1;1437;1.18917;583678;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;5/1;1;    815886;     19665;0;1207;2408799;510043;1;1437;0.854213;597091;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;6/1;1;    298849;    646451;0;2548;8494889;1031389;1;1552;2.07065;498099;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;7/1;1;    310391;   1015181;0;913;3124733;742657;1;1552;1.30461;569256;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;8/1;1;    868761;     91493;0;1822;4881165;941299;1;1552;1.64893;570853;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;9/1;1;    890642;   1062512;0;1091;5039189;906375;1;1552;1.64678;550393;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;10/1;1;    582136;    473282;0;1985;7200513;928040;1;1552;1.65346;561273;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;11/1;1;    564482;    405363;0;1209;4923841;888531;1;1552;1.59242;557977;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;12/1;1;    291936;    838165;0;591;2825486;509213;1;1552;0.871331;584408;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;13/1;1;    955479;    136626;0;1191;2744410;664693;1;1552;1.13735;584423;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;14/1;1;    643325;   1010122;0;1601;6038027;501630;1;1552;0.982211;510715;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;15/1;1;    456649;    695270;0;837;2401150;528966;1;1552;0.935079;565691;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;16/1;1;    978938;    710219;0;1208;3573732;640767;1;1552;1.09137;587123;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;17/1;1;    875760;    608511;0;1534;4978546;988241;1;1552;1.7335;570083;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;18/1;1;    821322;    475213;0;1517;3984698;907619;1;1552;1.52735;594244;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;19/1;1;    690387;    193137;0;1205;2917576;732117;1;1552;1.3738;532915;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
roadmap;dimacs;20/1;1;   1026795;    530173;0;1210;4467602;283818;1;1552;0.675443;420195;0;0;sBELA0;? Unchecked;v1.6.0-140-g9a10cc1
