domain;variant;id;k;start;goal;h0;length;cost;expansions;nbcentroids;nbpaths;mem;runtime;expansions/sec;nbinconsistencies;air;solver;doctor;version
n-pancake;unit;0/1;1;3 8 2 7 9 1 5 10 6 4;1 2 3 4 5 6 7 8 9 10;10;10;10;26;1;0;10;0.000163576;158948;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;1/1;1;4 1 6 5 10 2 8 3 9 7;1 2 3 4 5 6 7 8 9 10;9;10;10;64;1;0;10;0.000334739;191194;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;2/1;1;9 8 4 1 10 2 6 3 7 5;1 2 3 4 5 6 7 8 9 10;9;10;10;12;1;0;10;9.6242e-05;124686;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;3/1;1;9 2 7 1 4 8 10 5 6 3;1 2 3 4 5 6 7 8 9 10;9;10;10;29;1;0;10;0.000198381;146183;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;4/1;1;4 1 5 2 8 6 10 9 3 7;1 2 3 4 5 6 7 8 9 10;9;9;9;9;1;0;10;7.467e-05;120530;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;5/1;1;2 1 8 6 4 9 5 3 10 7;1 2 3 4 5 6 7 8 9 10;9;10;10;46;1;0;10;0.000346244;132854;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;6/1;1;9 1 6 4 3 8 10 2 5 7;1 2 3 4 5 6 7 8 9 10;9;10;10;26;1;0;10;0.000182006;142852;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;7/1;1;3 5 2 10 8 9 4 6 1 7;1 2 3 4 5 6 7 8 9 10;9;10;10;64;1;0;10;0.00045784;139787;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;8/1;1;4 7 2 9 5 3 6 10 1 8;1 2 3 4 5 6 7 8 9 10;10;11;11;94;1;0;11;0.000720395;130484;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;9/1;1;1 9 6 10 4 2 5 7 8 3;1 2 3 4 5 6 7 8 9 10;9;10;10;36;1;0;11;0.000266645;135011;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;10/1;1;6 4 3 7 10 8 2 5 1 9;1 2 3 4 5 6 7 8 9 10;9;9;9;10;1;0;11;6.99e-05;143062;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;11/1;1;1 7 9 4 2 5 6 3 10 8;1 2 3 4 5 6 7 8 9 10;9;10;10;55;1;0;11;0.000299494;183643;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;12/1;1;3 7 5 10 9 2 8 4 6 1;1 2 3 4 5 6 7 8 9 10;9;9;9;17;1;0;11;0.00014021;121247;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;13/1;1;5 7 9 8 2 4 1 6 10 3;1 2 3 4 5 6 7 8 9 10;9;9;9;20;1;0;11;0.000159295;125553;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;14/1;1;3 6 10 5 7 4 2 9 1 8;1 2 3 4 5 6 7 8 9 10;10;10;10;10;1;0;11;9.2713e-05;107860;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;15/1;1;5 4 2 9 6 8 10 1 3 7;1 2 3 4 5 6 7 8 9 10;9;9;9;12;1;0;11;9.4977e-05;126346;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;16/1;1;6 4 1 3 8 9 7 5 10 2;1 2 3 4 5 6 7 8 9 10;9;9;9;15;1;0;11;0.000114179;131373;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;17/1;1;4 7 3 6 5 2 8 10 1 9;1 2 3 4 5 6 7 8 9 10;9;9;9;14;1;0;11;0.000107482;130254;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;18/1;1;8 1 3 7 10 2 5 9 6 4;1 2 3 4 5 6 7 8 9 10;10;11;11;200;1;0;11;0.00137285;145682;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;19/1;1;7 3 5 9 4 8 2 10 6 1;1 2 3 4 5 6 7 8 9 10;10;10;10;17;1;0;11;0.000129606;131167;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;20/1;1;4 7 10 8 2 3 1 5 9 6;1 2 3 4 5 6 7 8 9 10;9;10;10;141;1;0;11;0.000861941;163584;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;21/1;1;10 2 5 3 9 4 1 8 6 7;1 2 3 4 5 6 7 8 9 10;9;9;9;24;1;0;11;0.000156771;153090;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;22/1;1;1 4 10 9 2 8 5 7 3 6;1 2 3 4 5 6 7 8 9 10;9;9;9;13;1;0;11;0.000105092;123701;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;23/1;1;5 1 3 8 7 10 6 4 2 9;1 2 3 4 5 6 7 8 9 10;9;9;9;14;1;0;11;0.000223167;62733.3;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;24/1;1;8 1 9 5 3 7 6 4 10 2;1 2 3 4 5 6 7 8 9 10;9;9;9;17;1;0;11;0.000143761;118252;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;25/1;1;4 7 6 8 2 10 1 9 5 3;1 2 3 4 5 6 7 8 9 10;9;9;9;13;1;0;11;0.00011663;111464;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;26/1;1;7 4 6 2 8 3 9 1 10 5;1 2 3 4 5 6 7 8 9 10;10;10;10;11;1;0;11;0.000100366;109599;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;27/1;1;1 7 10 4 2 6 9 8 5 3;1 2 3 4 5 6 7 8 9 10;9;9;9;14;1;0;11;0.000114559;122208;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;28/1;1;9 4 6 8 7 10 2 5 1 3;1 2 3 4 5 6 7 8 9 10;9;10;10;85;1;0;11;0.000543123;156502;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;29/1;1;8 3 9 2 7 4 6 1 5 10;1 2 3 4 5 6 7 8 9 10;9;9;9;11;1;0;11;9.3949e-05;117085;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;30/1;1;3 2 5 9 1 8 4 6 10 7;1 2 3 4 5 6 7 8 9 10;9;9;9;21;1;0;11;0.00015802;132895;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;31/1;1;4 8 10 7 9 6 2 5 3 1;1 2 3 4 5 6 7 8 9 10;10;10;10;10;1;0;11;8.7725e-05;113993;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;32/1;1;5 1 10 4 8 2 6 3 7 9;1 2 3 4 5 6 7 8 9 10;10;10;10;10;1;0;11;8.694e-05;115022;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;33/1;1;8 2 5 6 10 7 9 4 1 3;1 2 3 4 5 6 7 8 9 10;9;9;9;9;1;0;11;7.7793e-05;115692;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;34/1;1;1 10 8 3 9 5 2 7 6 4;1 2 3 4 5 6 7 8 9 10;9;10;10;27;1;0;11;0.000191432;141042;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;35/1;1;4 5 3 7 9 1 8 10 6 2;1 2 3 4 5 6 7 8 9 10;9;10;10;20;1;0;11;0.00015388;129971;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;36/1;1;3 7 1 4 5 10 2 9 6 8;1 2 3 4 5 6 7 8 9 10;9;9;9;9;1;0;11;7.7237e-05;116524;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;37/1;1;7 9 2 3 10 1 6 4 8 5;1 2 3 4 5 6 7 8 9 10;9;10;10;53;1;0;11;0.000346179;153100;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;38/1;1;8 6 10 1 3 9 4 7 2 5;1 2 3 4 5 6 7 8 9 10;10;10;10;16;1;0;11;0.000125901;127084;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;39/1;1;2 6 1 5 9 3 4 8 10 7;1 2 3 4 5 6 7 8 9 10;9;9;9;14;1;0;11;0.000111799;125225;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;40/1;1;3 9 5 8 2 7 1 6 4 10;1 2 3 4 5 6 7 8 9 10;9;9;9;16;1;0;11;0.000126393;126589;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;41/1;1;8 1 9 3 6 7 10 5 2 4;1 2 3 4 5 6 7 8 9 10;9;10;10;10;1;0;11;0.000137823;72556.8;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;42/1;1;3 10 2 4 7 9 8 5 1 6;1 2 3 4 5 6 7 8 9 10;9;10;10;104;1;0;11;0.000754641;137814;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;43/1;1;6 1 7 3 10 8 4 5 2 9;1 2 3 4 5 6 7 8 9 10;9;10;10;18;1;0;11;0.000138076;130363;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;44/1;1;9 2 6 10 1 3 8 5 4 7;1 2 3 4 5 6 7 8 9 10;9;10;10;41;1;0;11;0.000279071;146916;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;45/1;1;1 7 3 9 2 5 8 6 10 4;1 2 3 4 5 6 7 8 9 10;10;10;10;11;1;0;11;9.145e-05;120284;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;46/1;1;7 9 2 5 4 1 8 3 10 6;1 2 3 4 5 6 7 8 9 10;9;9;9;9;1;0;11;7.7365e-05;116332;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;47/1;1;6 8 4 10 2 9 3 7 5 1;1 2 3 4 5 6 7 8 9 10;10;10;10;14;1;0;11;0.000109599;127738;0;0;bBELA*<1>;? Unchecked;
n-pancake;unit;48/1;1;4 1 7 5 3 10 6 9 2 8;1 2 3 4 5 6 7 8 9 10;10;10;10;34;1;0;11;0.000213163;159502;0;0;bBELA*<1>;? Unchecked;
