domain;variant;id;k;start;goal;nbtrees;mem;runtime;solver;version
roadmap;dimacs;97;5;153175;122456;1;471.66;0.0976758;SB*;v2.0-53-g98db238
roadmap;dimacs;98;5;72512;386851;2;471.66;0.329554;SB*;v2.0-53-g98db238
roadmap;dimacs;99;5;148594;414859;1;471.66;0.127861;SB*;v2.0-53-g98db238
roadmap;dimacs;0;10;294756;116704;2;471.66;0.306406;SB*;v2.0-53-g98db238
roadmap;dimacs;1;10;325364;11913;1;471.66;0.25558;SB*;v2.0-53-g98db238
roadmap;dimacs;2;10;285177;334042;1;471.66;0.222774;SB*;v2.0-53-g98db238
roadmap;dimacs;3;10;236480;66871;1;471.66;0.269064;SB*;v2.0-53-g98db238
roadmap;dimacs;4;10;249937;358183;1;471.66;0.241078;SB*;v2.0-53-g98db238
roadmap;dimacs;5;10;278932;202424;1;471.66;0.260033;SB*;v2.0-53-g98db238
roadmap;dimacs;6;10;430744;255885;9;471.66;0.896787;SB*;v2.0-53-g98db238
roadmap;dimacs;7;10;167653;110820;2;471.66;0.284297;SB*;v2.0-53-g98db238
roadmap;dimacs;8;10;389224;209129;1;471.66;0.238387;SB*;v2.0-53-g98db238
roadmap;dimacs;9;10;361295;369960;1;471.66;0.0817242;SB*;v2.0-53-g98db238
roadmap;dimacs;10;10;63073;122016;1;471.66;0.145493;SB*;v2.0-53-g98db238
roadmap;dimacs;11;10;377280;89101;1;471.66;0.268883;SB*;v2.0-53-g98db238
roadmap;dimacs;12;10;184086;9250;2;471.66;0.285503;SB*;v2.0-53-g98db238
roadmap;dimacs;13;10;11558;157695;4;471.66;0.164912;SB*;v2.0-53-g98db238
roadmap;dimacs;14;10;290606;380934;1;471.66;0.194811;SB*;v2.0-53-g98db238
roadmap;dimacs;15;10;312872;335255;1;471.66;0.266355;SB*;v2.0-53-g98db238
roadmap;dimacs;16;10;172626;340963;1;471.66;0.177767;SB*;v2.0-53-g98db238
roadmap;dimacs;17;10;71257;309332;1;471.66;0.180285;SB*;v2.0-53-g98db238
roadmap;dimacs;18;10;197543;272443;3;471.66;0.340607;SB*;v2.0-53-g98db238
roadmap;dimacs;19;10;115849;293642;1;471.66;0.218399;SB*;v2.0-53-g98db238
roadmap;dimacs;20;10;96029;288190;1;471.66;0.247425;SB*;v2.0-53-g98db238
roadmap;dimacs;21;10;123302;388474;4;471.66;0.571849;SB*;v2.0-53-g98db238
roadmap;dimacs;22;10;395621;154547;1;471.66;0.278856;SB*;v2.0-53-g98db238
roadmap;dimacs;23;10;223763;127629;3;471.66;0.478621;SB*;v2.0-53-g98db238
roadmap;dimacs;24;10;327745;375938;7;471.66;0.532687;SB*;v2.0-53-g98db238
roadmap;dimacs;25;10;175197;5809;3;471.66;0.379957;SB*;v2.0-53-g98db238
roadmap;dimacs;26;10;188424;158412;3;471.66;0.362473;SB*;v2.0-53-g98db238
roadmap;dimacs;27;10;268346;359471;1;471.66;0.214713;SB*;v2.0-53-g98db238
roadmap;dimacs;28;10;174382;236731;3;471.66;0.369395;SB*;v2.0-53-g98db238
roadmap;dimacs;29;10;204045;159790;4;471.66;0.404156;SB*;v2.0-53-g98db238
roadmap;dimacs;30;10;390757;318002;5;471.66;0.296752;SB*;v2.0-53-g98db238
roadmap;dimacs;31;10;91059;57980;3;471.66;0.37585;SB*;v2.0-53-g98db238
roadmap;dimacs;32;10;72990;320575;2;471.66;0.295287;SB*;v2.0-53-g98db238
roadmap;dimacs;33;10;65526;339114;1;471.66;0.213556;SB*;v2.0-53-g98db238
roadmap;dimacs;34;10;349165;12701;1;471.66;0.162418;SB*;v2.0-53-g98db238
roadmap;dimacs;35;10;187769;228911;2;471.66;0.293217;SB*;v2.0-53-g98db238
roadmap;dimacs;36;10;190262;14733;1;471.66;0.252216;SB*;v2.0-53-g98db238
roadmap;dimacs;37;10;143799;328188;2;471.66;0.289508;SB*;v2.0-53-g98db238
roadmap;dimacs;38;10;96331;415538;1;471.66;0.248005;SB*;v2.0-53-g98db238
roadmap;dimacs;39;10;65115;387688;1;471.66;0.216571;SB*;v2.0-53-g98db238
roadmap;dimacs;40;10;332193;387507;1;471.66;0.263466;SB*;v2.0-53-g98db238
roadmap;dimacs;41;10;127669;162338;2;471.66;0.236737;SB*;v2.0-53-g98db238
roadmap;dimacs;42;10;263041;142943;1;471.66;0.206308;SB*;v2.0-53-g98db238
roadmap;dimacs;43;10;390723;1064;1;471.66;0.244353;SB*;v2.0-53-g98db238
roadmap;dimacs;44;10;304490;279242;1;471.66;0.276133;SB*;v2.0-53-g98db238
roadmap;dimacs;45;10;26846;394583;1;471.66;0.186647;SB*;v2.0-53-g98db238
